,util_diff,normal cdf V1-V3,normal cdf V3-V1,log normal cdf V1-V3,log normal cdf V3-V1,choice log prob
124,3.499009,0.99976647,0.0002335012,-0.00023355827,-7.9711924,-0.00023355827
125,3.5284069,0.9997909,0.00020906329,-0.00020911495,-7.9711924,-0.00020911495
126,3.4829514,0.99975204,0.00024795532,-0.00024798606,-7.9711924,-0.00024798606
127,3.498667,0.99976623,0.00023376942,-0.00023379675,-7.9711924,-0.00023379675
128,3.5111802,0.99977696,0.00022304058,-0.00022306545,-7.9711924,-0.00022306545
129,3.5021222,0.9997692,0.00023075938,-0.00023081581,-7.9711924,-0.00023081581
130,3.4991474,0.9997666,0.00023341179,-0.00023343903,-7.9711924,-0.00023343903
131,3.4948514,0.99976283,0.00023716688,-0.00023719501,-7.9711924,-0.00023719501
132,3.5224009,0.99978614,0.00021383166,-0.00021388434,-7.9711924,-0.00021388434
133,3.5341501,0.99979544,0.00020453334,-0.00020458407,-7.9711924,-0.00020458407
134,3.5047255,0.9997715,0.00022855401,-0.00022855031,-7.9711924,-0.00022855031
135,3.5052056,0.9997719,0.00022810698,-0.000228133,-7.9711924,-0.000228133
136,3.4903057,0.9997587,0.0002412498,-0.0002413087,-7.9711924,-0.0002413087
137,3.4942353,0.9997623,0.00023767352,-0.00023773157,-7.9711924,-0.00023773157
138,3.4699993,0.9997397,0.00026029348,-0.00026032736,-7.9711924,-0.00026032736
139,3.4640572,0.9997339,0.00026604533,-0.00026611052,-7.9711924,-0.00026611052
140,3.4829915,0.99975204,0.00024795532,-0.00024798606,-7.9711924,-0.00024798606
141,3.4724448,0.99974215,0.0002578795,-0.00025788293,-7.9711924,-0.00025788293
142,3.4886858,0.9997573,0.00024273992,-0.00024273957,-7.9711924,-0.00024273957
143,3.4750655,0.99974465,0.0002553761,-0.0002553789,-7.9711924,-0.0002553789
144,3.4726295,0.99974227,0.0002577603,-0.0002577637,-7.9711924,-0.0002577637
145,3.4690495,0.9997388,0.00026118755,-0.00026122166,-7.9711924,-0.00026122166
146,3.4920073,0.99976027,0.00023972988,-0.00023975862,-7.9711924,-0.00023975862
147,3.4476984,0.9997173,0.00028270483,-0.0002827448,-7.9711924,-0.0002827448
148,3.4439487,0.99971336,0.00028663874,-0.00028667983,-7.9711924,-0.00028667983
149,3.4460425,0.99971545,0.00028452277,-0.00028459306,-7.9711924,-0.00028459306
150,3.4383295,0.99970734,0.000292629,-0.00029270162,-7.9711924,-0.00029270162
151,3.4649777,0.9997349,0.00026515126,-0.00026515662,-7.9711924,-0.00026515662
152,3.446191,0.9997157,0.00028428435,-0.00028435458,-7.9711924,-0.00028435458
153,3.4672413,0.999737,0.0002629459,-0.00026301027,-7.9711924,-0.00026301027
154,3.4920292,0.9997604,0.00023964047,-0.00023963938,-7.9711924,-0.00023963938
155,3.4920425,0.9997603,0.00023967028,-0.000239699,-7.9711924,-0.000239699
156,3.481068,0.99975026,0.00024974346,-0.00024977466,-7.9711924,-0.00024977466
157,3.4829261,0.999752,0.00024801493,-0.0002480457,-7.9711924,-0.0002480457
158,3.5277636,0.99979043,0.00020954013,-0.00020959189,-7.9711924,-0.00020959189
159,3.5197847,0.99978405,0.00021594763,-0.00021597094,-7.9711924,-0.00021597094
160,3.5363593,0.9997971,0.00020289421,-0.00020291479,-7.9711924,-0.00020291479
161,3.5304701,0.9997926,0.00020745397,-0.00020744567,-7.9711924,-0.00020744567
162,3.4858732,0.9997547,0.0002452731,-0.0002453032,-7.9711924,-0.0002453032
163,3.541877,0.9998013,0.00019869208,-0.00019874163,-7.9711924,-0.00019874163
164,3.4984612,0.999766,0.00023400784,-0.00023403522,-7.9711924,-0.00023403522
165,3.4855025,0.9997544,0.00024560094,-0.0002456013,-7.9711924,-0.0002456013
166,3.5090263,0.9997751,0.00022488832,-0.00022491362,-7.9711924,-0.00022491362
167,3.4677374,0.9997375,0.00026246905,-0.0002625333,-7.9711924,-0.0002625333
168,3.4646997,0.9997346,0.00026541948,-0.0002654547,-7.9711924,-0.0002654547
169,3.4646008,0.9997345,0.0002654791,-0.00026551433,-7.9711924,-0.00026551433
170,3.463174,0.9997331,0.0002669394,-0.00026694522,-7.9711924,-0.00026694522
171,3.4624965,0.9997324,0.00026762486,-0.00026766065,-7.9711924,-0.00026766065
172,3.5717716,0.99982274,0.00017726421,-0.00017727993,-7.9711924,-0.00017727993
173,3.5185685,0.99978304,0.0002169609,-0.00021698444,-7.9711924,-0.00021698444
174,3.5830986,0.99983025,0.00016978383,-0.00016976843,-7.9711924,-0.00016976843
175,3.5349224,0.99979603,0.00020393729,-0.00020398789,-7.9711924,-0.00020398789
176,3.5565233,0.9998121,0.00018787384,-0.00018789149,-7.9711924,-0.00018789149
177,3.5184565,0.99978304,0.00021699071,-0.00021698444,-7.9711924,-0.00021698444
178,3.5289547,0.9997914,0.00020864606,-0.00020863801,-7.9711924,-0.00020863801
179,3.5335019,0.99979496,0.00020503998,-0.000205061,-7.9711924,-0.000205061
180,3.5453084,0.9998039,0.00019606948,-0.0001961185,-7.9711924,-0.0001961185
181,3.4622176,0.99973214,0.00026789308,-0.00026789916,-7.9711924,-0.00026789916
182,3.4587533,0.9997287,0.00027135015,-0.00027135716,-7.9711924,-0.00027135716
183,3.4586604,0.99972856,0.00027143955,-0.0002714764,-7.9711924,-0.0002714764
184,3.4531798,0.999723,0.00027698278,-0.00027702114,-7.9711924,-0.00027702114
185,3.4493952,0.9997191,0.0002809167,-0.00028095616,-7.9711924,-0.00028095616
186,3.4573874,0.99972725,0.00027272105,-0.00027278805,-7.9711924,-0.00027278805
187,3.4556613,0.99972546,0.000274539,-0.00027457668,-7.9711924,-0.00027457668
188,3.453987,0.9997238,0.00027623773,-0.00027624608,-7.9711924,-0.00027624608
189,3.4649265,0.99973476,0.00026524067,-0.00026527586,-7.9711924,-0.00026527586
190,3.5211768,0.9997852,0.00021484494,-0.00021483822,-7.9711924,-0.00021483822
191,3.4718652,0.99974155,0.00025844574,-0.00025847915,-7.9711924,-0.00025847915
192,3.4654937,0.9997353,0.00026470423,-0.00026473927,-7.9711924,-0.00026473927
193,3.4674575,0.99973726,0.00026270747,-0.0002627718,-7.9711924,-0.0002627718
194,3.4647167,0.9997346,0.00026541948,-0.0002654547,-7.9711924,-0.0002654547
195,3.4615524,0.9997314,0.00026854873,-0.0002686146,-7.9711924,-0.0002686146
196,3.4794374,0.99974877,0.00025123358,-0.00025126513,-7.9711924,-0.00025126513
197,3.4734476,0.9997431,0.00025692582,-0.00025692902,-7.9711924,-0.00025692902
