PersonID,weight,hhsize,childnum,faminc,faminc25K,income,employed,fulltime,spousepr,spousemp,male,married,age,age2,age15_40,age41_60,age61_85,bachigher,white,metro,diaryday,Sunday,holiday,weekearn,weekwordur,hhchild,ohhchild,t1,t2,t3,t4,number_chosen
619,0.64419414,2,0,15,0,125.0,0,0,1,1,0,1,62,3844,0,0,1,1,1,1,1,1,0,-1.0,-1,0,0,0,90,30,0,2
621,0.756920439,2,0,15,0,125.0,1,1,1,1,1,1,59,3481,0,1,0,0,1,1,7,0,0,800.0,40,0,0,0,30,0,0,1
622,0.446217168,2,0,15,0,125.0,0,0,1,1,0,1,52,2704,0,1,0,0,1,0,1,1,0,-1.0,-1,0,0,75,45,0,65,3
623,0.305770759,1,0,9,0,32.5,0,0,0,0,1,0,85,7225,0,0,1,0,1,0,7,0,0,-1.0,-1,0,0,45,125,0,30,3
624,0.239547475,1,0,7,1,22.5,0,0,0,0,0,0,72,5184,0,0,1,0,1,0,7,0,0,-1.0,-1,0,0,0,65,0,0,1
625,0.628053937,5,1,14,0,87.5,1,0,1,1,1,1,24,576,1,0,0,1,1,1,7,0,0,-1.0,30,1,1,0,170,90,75,3
627,0.64724891,2,0,7,1,22.5,1,0,0,0,0,0,22,484,1,0,0,0,0,1,1,1,0,538.46,-1,0,0,32,192,0,130,3
628,1.982909804,4,0,15,0,125.0,1,1,0,0,0,0,23,529,1,0,0,1,0,1,7,0,0,1120.0,40,0,0,240,60,0,60,3
629,0.19533403,1,0,5,1,13.75,0,0,0,0,0,0,85,7225,0,0,1,1,1,1,1,1,0,-1.0,-1,0,0,180,0,0,75,2
630,0.360801032,1,0,8,0,27.5,0,0,0,0,0,0,85,7225,0,0,1,0,1,1,7,0,0,-1.0,-1,0,0,0,0,0,60,1
631,0.453241821,5,2,5,1,13.75,0,0,0,0,0,0,40,1600,1,0,0,0,1,1,1,1,0,-1.0,-1,1,0,0,0,0,30,1
632,0.408251424,2,0,13,0,67.5,1,1,1,1,0,0,24,576,1,0,0,1,1,1,7,0,0,673.07,40,0,0,5,0,292,261,3
633,0.699316655,4,1,16,0,150.0,1,1,1,1,0,0,47,2209,0,1,0,1,1,1,1,1,0,136.53,40,1,1,70,120,0,65,3
634,0.865983816,2,0,13,0,67.5,1,1,1,1,1,1,29,841,1,0,0,0,0,1,7,0,0,772.0,40,0,0,60,360,0,85,3
635,1.313929655,2,0,13,0,67.5,1,1,1,1,1,1,30,900,1,0,0,0,1,1,1,1,0,700.0,-1,0,0,120,0,0,110,2
636,0.321871965,1,0,1,1,2.5,0,0,0,0,1,0,23,529,1,0,0,1,0,1,7,0,0,-1.0,-1,0,0,60,30,90,40,4
637,0.73347238,2,0,10,0,37.5,0,0,1,0,1,1,78,6084,0,0,1,0,1,0,1,1,0,-1.0,-1,0,0,0,330,0,60,2
638,0.250301215,2,0,10,0,37.5,0,0,0,0,1,0,60,3600,0,1,0,0,1,0,7,0,0,-1.0,-1,0,0,0,0,0,60,1
639,0.927677622,2,0,16,0,150.0,1,1,0,0,0,0,31,961,1,0,0,1,0,1,1,1,0,2692.3,50,0,0,45,120,15,105,4
640,0.319252093,5,3,13,0,67.5,1,1,1,1,1,1,57,3249,0,1,0,0,1,1,7,0,0,2115.38,76,1,1,0,5,0,30,2
641,1.611268592,4,0,16,0,150.0,1,1,1,0,1,1,57,3249,0,1,0,1,1,1,7,0,0,2884.61,50,0,0,90,60,0,70,3
642,0.412635501,1,0,9,0,32.5,0,0,0,0,0,0,77,5929,0,0,1,0,1,1,7,0,0,-1.0,-1,0,0,0,225,130,75,3
643,0.269106578,3,1,13,0,67.5,1,1,1,1,0,0,41,1681,0,1,0,0,0,1,7,0,0,440.0,40,1,1,60,0,0,0,1
644,0.129602986,1,0,7,1,22.5,0,0,0,0,0,0,80,6400,0,0,1,0,1,1,7,0,0,-1.0,-1,0,0,0,0,30,60,2
645,0.364873398,4,2,16,0,150.0,1,1,1,1,0,1,33,1089,1,0,0,1,0,1,7,0,0,2038.46,40,1,1,0,0,0,190,1
646,0.750350271,2,0,10,0,37.5,0,0,1,0,1,1,76,5776,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,0,0,15,1
647,0.481918875,2,0,12,0,55.0,0,0,0,0,1,0,67,4489,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,0,0,32,1
649,0.174096356,1,0,5,1,13.75,0,0,0,0,0,0,74,5476,0,0,1,0,0,0,1,1,0,-1.0,-1,0,0,15,0,0,70,2
650,0.377444938,4,1,14,0,87.5,1,1,1,0,1,1,72,5184,0,0,1,0,1,1,1,1,0,2038.0,-1,1,0,0,140,0,0,1
651,1.074707315,2,0,15,0,125.0,1,1,1,1,1,1,29,841,1,0,0,1,1,1,7,0,0,800.0,45,0,0,20,0,20,70,3
652,0.538508916,2,0,14,0,87.5,0,0,1,0,1,1,77,5929,0,0,1,0,1,1,7,0,0,-1.0,-1,0,0,0,40,0,45,2
654,0.236388303,1,0,13,0,67.5,1,1,0,0,1,0,55,3025,0,1,0,1,1,1,7,0,0,1153.84,40,0,0,0,120,375,285,3
655,0.42079388,6,3,16,0,150.0,1,1,1,1,0,0,43,1849,0,1,0,1,1,0,7,0,0,769.23,38,1,1,0,0,0,60,1
657,0.60995832,5,3,14,0,87.5,1,0,0,0,1,0,17,289,1,0,0,0,1,1,1,1,0,200.0,20,1,0,0,0,200,60,2
658,0.136053365,1,0,7,1,22.5,0,0,0,0,0,0,78,6084,0,0,1,1,1,1,7,0,0,-1.0,-1,0,0,60,60,60,30,4
659,0.223394949,4,2,15,0,125.0,1,1,1,0,1,1,50,2500,0,1,0,1,1,1,1,1,0,2692.3,60,1,1,0,0,0,5,1
660,1.16467731,2,0,14,0,87.5,1,1,1,1,1,1,49,2401,0,1,0,0,1,1,7,0,0,769.23,40,0,0,45,60,0,65,3
662,1.161740288,3,1,15,0,125.0,1,1,1,1,0,1,36,1296,1,0,0,1,0,1,7,0,0,1538.46,40,1,1,0,90,0,0,1
663,0.406594871,4,2,15,0,125.0,1,1,1,1,1,1,58,3364,0,1,0,1,0,1,7,0,0,288.46,45,1,1,0,0,0,35,1
665,0.185133738,1,0,8,0,27.5,1,1,0,0,1,0,43,1849,0,1,0,0,1,1,1,1,0,600.0,35,0,0,5,135,30,42,4
667,0.718106146,5,3,12,0,55.0,1,1,1,0,1,1,37,1369,1,0,0,0,1,1,1,1,0,550.0,40,1,1,30,290,0,30,3
668,1.462694085,7,4,8,0,27.5,1,1,0,0,1,0,18,324,1,0,0,0,1,0,1,1,0,1200.0,50,1,0,0,260,240,0,2
670,0.292843421,1,0,13,0,67.5,1,0,0,0,0,0,67,4489,0,0,1,1,1,1,7,0,0,1250.0,-1,0,0,45,0,20,65,3
671,0.21099963,4,3,9,0,32.5,0,0,0,0,0,0,48,2304,0,1,0,1,0,1,1,1,0,-1.0,-1,1,1,37,120,90,45,4
672,0.265686878,1,0,14,0,87.5,1,1,0,0,0,1,51,2601,0,1,0,0,1,1,1,1,0,1615.38,48,0,0,180,0,60,20,3
673,0.230077053,4,2,14,0,87.5,1,1,1,1,1,1,34,1156,1,0,0,0,1,1,1,1,0,1250.0,50,1,1,0,255,0,140,2
674,0.819241596,3,0,8,0,27.5,0,0,1,0,0,1,67,4489,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,25,0,0,0,1
675,0.532627017,2,0,15,0,125.0,1,1,1,1,0,1,63,3969,0,0,1,1,0,1,7,0,0,1057.69,52,0,0,80,330,0,55,3
676,0.240184854,1,0,2,1,6.25,1,0,0,0,0,0,56,3136,0,1,0,0,0,0,1,1,0,250.0,8,0,0,0,290,0,130,2
677,0.247322656,1,0,15,0,125.0,1,1,0,0,1,0,54,2916,0,1,0,1,1,1,1,1,0,1634.61,40,0,0,0,280,0,15,2
678,0.317558702,2,0,14,0,87.5,1,1,1,0,1,1,59,3481,0,1,0,1,0,1,1,1,0,900.0,40,0,0,0,205,0,30,2
679,0.738798047,2,0,16,0,150.0,0,0,1,1,1,0,39,1521,1,0,0,1,0,1,1,1,0,-1.0,-1,0,0,35,90,75,45,4
680,0.200681314,1,0,14,0,87.5,0,0,0,0,1,0,85,7225,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,495,0,0,1
682,0.203942757,1,0,12,0,55.0,1,1,0,0,0,0,56,3136,0,1,0,1,1,1,1,1,0,2884.61,36,0,0,80,255,343,75,4
684,0.462404141,2,0,9,0,32.5,0,0,1,0,1,1,69,4761,0,0,1,0,0,0,1,1,0,-1.0,-1,0,0,0,285,0,50,2
685,0.391586997,1,0,11,0,45.0,1,1,0,0,1,0,27,729,1,0,0,0,1,0,1,1,0,600.0,40,0,0,5,450,340,0,3
686,0.721887453,2,0,16,0,150.0,0,0,1,1,1,0,64,4096,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,90,60,0,2
687,0.605503773,2,0,7,1,22.5,0,0,1,0,1,1,80,6400,0,0,1,0,0,1,1,1,0,-1.0,-1,0,0,0,0,0,45,1
688,0.32581328,1,0,11,0,45.0,1,1,0,0,1,0,62,3844,0,0,1,0,1,0,1,1,0,-1.0,70,0,0,5,0,0,60,2
689,0.499468609,2,0,15,0,125.0,0,0,1,0,1,1,66,4356,0,0,1,1,1,1,1,1,0,-1.0,-1,0,0,0,0,40,0,1
690,0.521753314,2,0,15,0,125.0,0,0,1,0,1,1,68,4624,0,0,1,1,1,1,1,1,0,-1.0,-1,0,0,0,75,680,85,3
691,0.330758454,5,2,14,0,87.5,1,0,1,1,0,1,50,2500,0,1,0,0,1,1,1,1,0,150.0,15,1,1,5,250,0,110,3
692,0.312933016,2,0,2,1,6.25,1,1,1,0,0,1,73,5329,0,0,1,0,1,1,1,1,0,366.0,35,0,0,0,440,0,60,2
693,0.55405014,4,2,12,0,55.0,1,1,0,0,0,0,51,2601,0,1,0,1,1,1,1,1,0,1100.0,40,1,1,85,0,45,95,3
694,0.877788025,2,0,10,0,37.5,1,0,1,1,1,0,24,576,1,0,0,1,1,0,1,1,0,104.5,10,0,0,0,60,150,0,2
695,0.551938443,4,3,8,0,27.5,1,1,0,0,0,0,29,841,1,0,0,0,0,1,1,1,0,626.04,36,1,1,30,60,0,45,3
696,0.658117923,2,0,10,0,37.5,0,0,1,0,1,1,67,4489,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,60,0,0,1
697,0.185625474,1,0,14,0,87.5,0,0,0,0,1,0,71,5041,0,0,1,0,1,0,1,1,0,-1.0,-1,0,0,25,0,0,30,2
698,0.651979755,2,0,13,0,67.5,1,0,1,0,0,1,62,3844,0,0,1,1,0,1,1,1,0,230.76,8,0,0,60,150,330,45,4
699,0.245455002,1,0,12,0,55.0,1,1,0,0,0,0,49,2401,0,1,0,0,1,1,1,1,0,900.0,40,0,0,0,425,0,105,2
700,0.221599084,1,0,3,1,8.75,0,0,0,0,1,0,85,7225,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,60,28,0,0,2
701,0.158748269,3,2,14,0,87.5,1,1,0,0,0,0,35,1225,1,0,0,0,1,1,1,1,0,427.5,38,1,1,10,267,0,125,3
702,0.350512287,1,0,12,0,55.0,1,1,0,0,1,0,60,3600,0,1,0,0,0,1,1,1,0,1200.0,45,0,0,0,0,20,100,2
704,2.377205355,6,1,14,0,87.5,0,0,0,0,0,0,17,289,1,0,0,0,1,1,7,0,0,-1.0,-1,1,0,15,170,120,35,4
705,0.569000363,3,2,6,1,17.5,0,0,0,0,1,0,16,256,1,0,0,0,1,1,1,1,0,-1.0,-1,1,0,10,0,0,60,2
708,0.691813076,4,2,1,1,2.5,0,0,1,0,0,0,30,900,1,0,0,0,1,1,7,0,0,-1.0,-1,1,1,0,45,165,255,3
709,0.375440174,1,0,15,0,125.0,1,1,0,0,0,0,67,4489,0,0,1,1,1,1,7,0,0,-1.0,40,0,0,100,45,0,30,3
710,0.187041804,1,0,4,1,11.25,1,1,0,0,1,0,67,4489,0,0,1,0,1,1,1,1,0,375.0,36,0,0,19,15,15,36,4
711,0.462885863,3,1,11,0,45.0,0,0,1,1,0,1,36,1296,1,0,0,0,1,1,1,1,0,-1.0,-1,1,1,0,520,0,80,2
712,0.355334738,1,0,11,0,45.0,1,0,0,0,0,0,58,3364,0,1,0,0,1,1,1,1,0,692.3,33,0,0,0,115,0,70,2
713,0.500763886,3,1,13,0,67.5,0,0,0,0,1,0,17,289,1,0,0,0,1,1,7,0,0,-1.0,-1,1,0,0,60,0,10,2
714,0.32991379,3,1,16,0,150.0,1,1,1,0,1,1,47,2209,0,1,0,1,1,1,7,0,0,2884.61,50,1,1,0,180,255,160,3
715,0.8483981,2,0,16,0,150.0,1,0,1,1,0,0,50,2500,0,1,0,0,1,1,7,0,0,266.25,30,0,0,60,75,60,60,4
716,0.183143233,1,0,10,0,37.5,1,1,0,0,0,0,44,1936,0,1,0,1,0,1,7,0,0,692.3,40,0,0,80,0,0,0,1
717,0.233226686,1,0,10,0,37.5,1,1,0,0,1,0,55,3025,0,1,0,1,0,1,7,0,0,-1.0,95,0,0,0,20,280,45,3
719,0.2198172,4,2,16,0,150.0,1,1,1,1,0,1,43,1849,0,1,0,1,0,1,1,1,0,1500.0,36,1,1,70,0,140,60,3
720,0.345442629,3,1,7,1,22.5,0,0,1,1,0,1,42,1764,0,1,0,0,1,1,1,1,0,-1.0,-1,1,1,120,120,0,10,3
721,0.448708265,2,0,6,1,17.5,1,0,1,1,0,1,64,4096,0,0,1,1,0,1,7,0,0,190.0,30,0,0,20,55,0,60,3
722,1.221232509,6,2,16,0,150.0,1,1,0,0,1,0,23,529,1,0,0,0,1,1,7,0,0,650.0,40,1,0,15,308,0,0,2
723,0.865355507,3,0,16,0,150.0,1,1,0,0,1,1,23,529,1,0,0,1,0,1,7,0,0,1346.0,50,0,0,0,420,0,30,2
724,0.212739784,1,0,12,0,55.0,0,0,0,0,0,0,80,6400,0,0,1,0,1,1,7,0,0,-1.0,-1,0,0,0,90,150,30,3
725,0.3404915,4,2,15,0,125.0,1,1,1,1,1,1,45,2025,0,1,0,1,0,1,7,0,0,2442.3,40,1,1,35,360,0,70,3
726,0.200340987,3,1,16,0,150.0,1,1,1,1,1,1,40,1600,1,0,0,1,1,1,1,1,0,2400.0,40,1,1,30,0,0,44,2
727,0.985547988,3,0,15,0,125.0,1,1,0,0,1,0,25,625,1,0,0,0,0,1,1,1,0,300.0,-1,0,0,0,20,270,160,3
728,0.523704952,2,0,14,0,87.5,1,1,0,0,0,0,46,2116,0,1,0,0,1,1,1,1,0,1460.0,40,0,0,40,0,0,95,2
729,0.190482396,3,1,16,0,150.0,1,1,1,0,1,1,43,1849,0,1,0,1,0,1,1,1,0,2884.61,68,1,1,70,0,0,200,2
730,0.311940994,1,0,14,0,87.5,1,1,0,0,0,0,57,3249,0,1,0,0,1,0,1,1,0,-1.0,40,0,0,30,240,0,30,3
732,0.316502751,1,0,7,1,22.5,0,0,0,0,0,0,70,4900,0,0,1,0,1,1,7,0,0,-1.0,-1,0,0,0,0,0,75,1
733,0.953204543,3,0,16,0,150.0,1,1,1,0,1,1,63,3969,0,0,1,1,1,1,1,1,0,-1.0,35,0,0,0,45,60,90,3
734,1.386543001,3,0,15,0,125.0,0,0,1,1,1,1,29,841,1,0,0,0,1,1,1,1,0,-1.0,-1,0,0,0,0,0,10,1
735,0.249626156,1,0,5,1,13.75,1,0,0,0,0,0,64,4096,0,0,1,0,1,1,7,0,0,69.23,5,0,0,0,0,0,45,1
736,0.434182587,2,0,4,1,11.25,0,0,1,0,0,1,65,4225,0,0,1,0,1,1,7,0,0,-1.0,-1,0,0,0,245,30,60,3
737,0.471691765,4,1,16,0,150.0,1,1,1,1,0,1,55,3025,0,1,0,0,1,1,1,1,0,560.0,40,1,1,40,120,30,10,4
738,0.471422924,3,1,16,0,150.0,1,1,1,1,1,1,51,2601,0,1,0,1,0,1,1,1,0,-1.0,60,1,1,0,0,60,0,1
739,1.306839723,6,1,14,0,87.5,1,1,0,0,1,0,26,676,1,0,0,0,0,1,1,1,0,807.2,40,1,0,2,215,0,40,3
740,0.40898446,4,1,13,0,67.5,1,1,1,1,0,1,44,1936,0,1,0,1,1,1,7,0,0,1047.61,94,1,1,0,10,0,0,1
742,0.496591169,4,2,5,1,13.75,0,0,1,1,0,1,33,1089,1,0,0,0,0,1,1,1,0,-1.0,-1,1,1,0,0,20,15,2
743,0.391638286,3,1,14,0,87.5,1,1,1,1,0,1,53,2809,0,1,0,0,1,1,1,1,0,1153.84,40,1,1,210,125,0,40,3
744,1.057323596,2,0,8,0,27.5,1,0,1,1,0,0,26,676,1,0,0,0,1,1,7,0,0,360.0,-1,0,0,0,30,60,120,3
745,0.472864601,2,0,14,0,87.5,1,0,1,0,1,1,66,4356,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,0,0,90,1
746,0.726451435,4,1,15,0,125.0,1,0,0,0,0,0,20,400,1,0,0,0,1,1,7,0,0,600.0,20,1,0,0,390,0,60,2
747,0.684954625,2,0,14,0,87.5,1,1,1,1,0,1,28,784,1,0,0,0,0,1,1,1,0,888.25,45,0,0,120,60,0,130,3
748,0.473003586,1,0,8,0,27.5,1,0,0,0,0,0,31,961,1,0,0,0,0,1,7,0,0,343.75,25,0,0,0,0,15,0,1
749,0.210674469,3,2,10,0,37.5,0,0,0,0,0,0,36,1296,1,0,0,0,1,1,7,0,0,-1.0,-1,1,1,20,353,505,177,4
750,0.868988361,5,3,7,1,22.5,1,1,1,0,1,0,43,1849,0,1,0,0,1,0,7,0,0,650.0,47,1,1,75,75,0,15,3
751,0.461037566,1,0,16,0,150.0,1,1,0,0,1,0,27,729,1,0,0,1,1,1,1,1,0,826.92,64,0,0,0,60,135,65,3
752,0.6299467,2,0,14,0,87.5,1,1,1,1,0,1,32,1024,1,0,0,1,1,1,7,0,0,598.55,48,0,0,0,270,0,55,2
753,0.81431179,2,0,16,0,150.0,0,0,1,1,0,1,62,3844,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,240,0,60,2
754,0.271856873,1,0,9,0,32.5,1,0,0,0,0,0,64,4096,0,0,1,1,0,1,7,0,0,289.5,30,0,0,0,0,23,25,2
755,0.476917883,2,0,5,1,13.75,1,0,0,0,0,0,61,3721,0,0,1,1,1,1,1,1,0,750.0,30,0,0,120,90,0,60,3
756,0.468561008,2,0,14,0,87.5,0,0,0,0,1,0,56,3136,0,1,0,0,1,1,1,1,0,-1.0,-1,0,0,0,0,0,45,1
758,0.417339659,3,0,16,0,150.0,1,1,1,1,0,1,44,1936,0,1,0,1,0,1,1,1,0,1596.15,40,0,0,50,170,0,75,3
759,1.203004912,4,0,15,0,125.0,1,1,1,0,1,1,62,3844,0,0,1,0,1,0,7,0,0,1250.0,48,0,0,0,0,25,45,2
760,0.349587689,4,2,11,0,45.0,1,1,1,1,1,1,37,1369,1,0,0,1,1,1,7,0,0,-1.0,40,1,1,30,90,0,60,3
761,0.477725708,5,3,11,0,45.0,1,1,1,1,0,1,43,1849,0,1,0,0,0,1,1,1,0,1384.61,40,1,1,0,300,0,30,2
762,0.514854623,2,0,9,0,32.5,1,0,0,0,1,0,60,3600,0,1,0,0,1,1,7,0,0,-1.0,-1,0,0,15,60,45,21,4
763,0.830846801,2,0,14,0,87.5,1,1,1,1,1,1,54,2916,0,1,0,0,1,0,1,1,0,850.0,55,0,0,0,120,0,55,2
764,0.854392292,3,0,15,0,125.0,1,1,1,1,1,1,54,2916,0,1,0,1,1,1,7,0,0,1519.23,40,0,0,0,125,40,95,3
765,1.028019538,2,0,13,0,67.5,1,1,1,1,0,1,49,2401,0,1,0,0,1,1,7,0,0,531.25,35,0,0,35,180,0,0,2
766,0.196984164,5,3,15,0,125.0,1,1,1,0,1,1,57,3249,0,1,0,1,1,1,7,0,0,2403.84,40,1,1,60,0,90,0,2
767,0.237602547,1,0,10,0,37.5,0,0,0,0,0,0,80,6400,0,0,1,1,1,0,7,0,0,-1.0,-1,0,0,0,349,0,20,2
768,1.605052571,4,1,13,0,67.5,1,1,1,1,1,1,48,2304,0,1,0,0,1,1,1,1,0,350.0,40,1,0,280,0,75,40,3
769,1.119310911,2,0,13,0,67.5,1,0,0,0,0,0,20,400,1,0,0,0,0,1,7,0,0,87.5,10,0,0,0,30,0,220,2
770,0.494499503,7,5,9,0,32.5,1,1,1,0,1,1,32,1024,1,0,0,0,1,1,1,1,0,-1.0,40,1,1,0,488,318,0,2
771,0.427899132,1,0,13,0,67.5,1,1,0,0,1,0,62,3844,0,0,1,0,1,1,7,0,0,1551.5,40,0,0,0,30,0,50,2
772,0.666906848,2,0,16,0,150.0,1,1,0,0,1,0,58,3364,0,1,0,1,0,1,7,0,0,576.92,40,0,0,87,0,143,35,3
773,1.540648218,3,0,9,0,32.5,1,1,0,0,1,0,40,1600,1,0,0,1,1,1,7,0,0,1538.46,40,0,0,20,260,300,65,4
774,0.191298483,1,0,13,0,67.5,0,0,0,0,0,0,65,4225,0,0,1,1,1,0,1,1,0,-1.0,-1,0,0,15,157,145,90,4
775,0.107218087,1,0,16,0,150.0,1,1,0,0,0,0,76,5776,0,0,1,1,1,1,1,1,0,1923.0,77,0,0,0,15,0,90,2
776,0.485619614,4,1,15,0,125.0,1,1,1,1,1,1,51,2601,0,1,0,1,1,1,7,0,0,1942.3,40,1,1,0,340,0,40,2
777,0.462978641,3,1,16,0,150.0,1,1,1,1,0,1,36,1296,1,0,0,1,1,1,7,0,0,1442.3,40,1,1,45,0,30,40,3
778,0.290698821,1,0,12,0,55.0,1,1,0,0,0,0,62,3844,0,0,1,1,1,1,1,1,0,1086.53,75,0,0,0,0,0,90,1
779,0.221028018,1,0,6,1,17.5,0,0,0,0,0,0,74,5476,0,0,1,0,0,1,7,0,0,-1.0,-1,0,0,60,0,0,0,1
780,0.245620183,1,0,14,0,87.5,1,1,0,0,1,0,61,3721,0,0,1,1,1,1,7,0,0,1538.46,40,0,0,0,120,600,0,2
781,0.26193986,1,0,12,0,55.0,1,1,0,0,1,0,53,2809,0,1,0,1,1,1,7,0,0,-1.0,40,0,0,65,0,0,65,2
783,0.355027365,1,0,11,0,45.0,1,1,0,0,0,0,46,2116,0,1,0,1,1,1,7,0,0,865.38,50,0,0,60,0,0,65,2
784,0.888701433,5,1,13,0,67.5,1,1,1,1,1,1,41,1681,0,1,0,0,1,1,1,1,0,2884.61,95,1,1,50,60,0,45,3
785,0.981252281,2,0,15,0,125.0,1,1,1,1,0,1,34,1156,1,0,0,1,1,1,7,0,0,1884.61,47,0,0,90,60,0,0,2
786,0.210973349,1,0,7,1,22.5,1,1,0,0,0,0,72,5184,0,0,1,0,1,0,7,0,0,507.5,36,0,0,135,0,0,25,2
787,0.656997012,2,0,14,0,87.5,1,0,1,1,0,1,26,676,1,0,0,1,1,1,1,1,0,576.92,29,0,0,105,90,0,135,3
788,0.645220918,2,0,14,0,87.5,0,0,1,0,0,1,77,5929,0,0,1,1,1,1,1,1,0,-1.0,-1,0,0,0,0,0,15,1
789,0.257209247,4,2,14,0,87.5,1,0,1,1,0,1,42,1764,0,1,0,0,1,1,1,1,0,225.0,-1,1,1,0,180,345,100,3
790,0.751582844,2,0,7,1,22.5,0,0,0,0,0,0,71,5041,0,0,1,0,1,0,7,0,0,-1.0,-1,0,0,0,0,0,30,1
791,0.446030905,4,2,13,0,67.5,1,1,1,1,1,1,34,1156,1,0,0,0,0,1,7,0,0,0.0,-1,1,1,60,30,80,1,4
792,0.398200242,2,0,6,1,17.5,0,0,1,0,0,1,74,5476,0,0,1,0,0,1,7,0,0,-1.0,-1,0,0,0,0,0,15,1
793,0.332248464,4,2,15,0,125.0,1,1,1,1,1,1,45,2025,0,1,0,1,1,0,7,0,0,1442.3,-1,1,1,0,15,285,20,3
794,1.045100221,5,1,13,0,67.5,1,0,1,0,1,1,44,1936,0,1,0,0,1,1,7,0,0,769.23,30,1,1,0,476,0,304,2
795,1.14338512,8,6,9,0,32.5,0,0,0,0,0,1,15,225,1,0,0,0,1,1,7,0,0,-1.0,-1,1,0,0,615,0,20,2
796,0.972890566,5,1,16,0,150.0,1,1,0,0,0,0,22,484,1,0,0,0,1,1,7,0,0,1240.38,40,1,0,5,285,30,60,4
797,0.730858106,2,0,14,0,87.5,1,1,1,1,1,0,31,961,1,0,0,1,1,1,1,1,0,917.5,41,0,0,0,0,0,15,1
798,0.38246197,1,0,13,0,67.5,1,1,0,0,1,0,50,2500,0,1,0,0,0,1,1,1,0,1120.0,40,0,0,3,480,0,60,3
799,1.147669838,5,2,15,0,125.0,1,1,1,1,1,1,45,2025,0,1,0,0,1,1,1,1,0,1200.0,45,1,1,0,409,0,20,2
800,0.403365761,2,0,13,0,67.5,1,0,1,1,0,1,24,576,1,0,0,0,1,1,7,0,0,180.0,30,0,0,20,395,0,150,3
801,0.469736894,5,3,14,0,87.5,1,1,1,1,1,1,36,1296,1,0,0,1,1,1,1,1,0,1060.0,40,1,1,10,45,165,0,3
803,0.464726184,2,0,9,0,32.5,0,0,0,0,0,0,71,5041,0,0,1,0,0,1,1,1,0,-1.0,-1,0,0,0,270,0,90,2
804,0.122072896,1,0,6,1,17.5,0,0,0,0,0,0,59,3481,0,1,0,0,0,0,1,1,0,-1.0,-1,0,0,0,255,30,168,3
805,0.315907757,4,2,16,0,150.0,1,1,1,1,0,1,47,2209,0,1,0,1,1,1,1,1,0,2884.61,45,1,1,0,165,20,90,3
806,1.08138716,3,0,15,0,125.0,0,0,1,1,0,1,62,3844,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,45,0,5,2
807,0.580562903,2,0,12,0,55.0,1,1,1,0,1,1,70,4900,0,0,1,0,0,0,7,0,0,1250.0,60,0,0,0,15,0,0,1
808,0.682798732,5,3,13,0,67.5,0,0,0,0,1,0,15,225,1,0,0,0,1,1,7,0,0,-1.0,-1,1,0,30,0,0,11,2
809,1.429800623,3,0,15,0,125.0,1,1,1,1,1,1,52,2704,0,1,0,0,1,0,1,1,0,960.0,40,0,0,0,311,0,0,1
810,0.23911923,1,0,14,0,87.5,0,0,0,0,0,0,78,6084,0,0,1,1,0,0,7,0,0,-1.0,-1,0,0,0,0,0,20,1
811,0.687111366,2,0,9,0,32.5,0,0,1,0,1,0,28,784,1,0,0,0,1,1,7,0,0,-1.0,-1,0,0,0,90,360,0,2
812,0.873835511,2,0,10,0,37.5,0,0,0,0,0,0,22,484,1,0,0,0,1,1,1,1,0,-1.0,-1,0,0,0,0,0,75,1
813,0.379509521,1,0,10,0,37.5,0,0,0,0,0,0,85,7225,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,104,0,27,2
814,0.738922711,4,1,16,0,150.0,0,0,0,0,1,0,15,225,1,0,0,0,1,1,7,0,0,-1.0,-1,1,0,0,150,240,35,3
815,0.212078319,2,0,9,0,32.5,1,1,0,0,0,0,53,2809,0,1,0,1,1,1,7,0,0,-1.0,70,0,0,115,0,0,0,1
816,0.232888845,1,0,14,0,87.5,1,1,0,0,1,0,62,3844,0,0,1,1,1,1,7,0,0,1461.53,39,0,0,270,150,60,50,4
817,0.754091786,4,2,14,0,87.5,0,0,0,0,1,0,16,256,1,0,0,0,1,1,1,1,0,-1.0,-1,1,0,0,0,145,0,1
818,0.327925453,1,0,16,0,150.0,1,1,0,0,0,0,60,3600,0,1,0,1,1,1,7,0,0,1220.0,45,0,0,30,0,0,60,2
819,0.325881906,2,0,9,0,32.5,0,0,1,0,0,0,45,2025,0,1,0,0,0,1,7,0,0,-1.0,-1,0,0,0,0,0,20,1
820,0.189022853,1,0,5,1,13.75,1,0,0,0,0,0,50,2500,0,1,0,1,0,0,7,0,0,120.0,-1,0,0,0,190,0,120,2
