PersonID,weight,hhsize,childnum,faminc,faminc25K,income,employed,fulltime,spousepr,spousemp,male,married,age,age2,age15_40,age41_60,age61_85,bachigher,white,metro,diaryday,Sunday,holiday,weekearn,weekwordur,hhchild,ohhchild,t1,t2,t3,t4,number_chosen
1,0.2244021,1,0,6,1,17.5,0,0,0,0,0,0,85,7225,0,0,1,0,0,1,1,1,0,-1.0,-1,0,0,0,240,0,30,2
2,0.255169063,3,1,12,0,55.0,1,1,1,1,1,1,34,1156,1,0,0,1,1,0,1,1,0,-1.0,-1,1,1,0,35,0,15,2
4,0.749951231,6,4,6,1,17.5,1,1,1,0,1,1,45,2025,0,1,0,1,1,1,1,1,0,480.0,50,1,1,30,60,0,70,3
5,0.281223777,1,0,4,1,11.25,0,0,0,0,1,0,85,7225,0,0,1,0,1,0,1,1,0,-1.0,-1,0,0,60,0,0,20,2
6,0.224808648,1,0,11,0,45.0,0,0,0,0,0,0,85,7225,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,185,0,90,2
7,0.195763414,7,5,14,0,87.5,1,1,1,0,1,1,40,1600,1,0,0,1,1,1,1,1,0,1788.46,50,1,1,0,205,0,60,2
8,0.23930734,2,1,14,0,87.5,1,1,0,0,1,0,40,1600,1,0,0,0,1,1,1,1,0,1161.0,54,1,1,60,45,0,55,3
9,0.360193268,4,2,15,0,125.0,1,0,1,1,0,1,37,1369,1,0,0,1,1,1,1,1,0,-1.0,15,1,1,15,180,180,90,4
10,0.524450875,4,1,16,0,150.0,0,0,0,0,1,0,18,324,1,0,0,0,1,1,1,1,0,-1.0,-1,1,0,0,320,0,15,2
11,0.384656241,2,0,13,0,67.5,0,0,0,0,0,0,68,4624,0,0,1,1,0,1,1,1,0,-1.0,-1,0,0,15,132,0,70,3
12,0.594472896,2,0,13,0,67.5,1,1,1,1,1,1,65,4225,0,0,1,0,1,1,1,1,0,1300.0,50,0,0,45,0,0,80,2
13,0.590640592,2,0,16,0,150.0,1,0,1,0,1,1,64,4096,0,0,1,1,1,1,1,1,0,-1.0,32,0,0,0,120,0,60,2
14,1.505029871,3,0,16,0,150.0,1,0,0,0,1,0,19,361,1,0,0,0,1,1,1,1,0,216.0,14,0,0,0,10,50,30,3
15,0.238251977,1,0,4,1,11.25,0,0,0,0,0,0,59,3481,0,1,0,0,1,1,1,1,0,-1.0,-1,0,0,0,0,0,30,1
17,0.782215101,5,3,3,1,8.75,0,0,0,0,0,1,40,1600,1,0,0,0,0,1,1,1,0,-1.0,-1,1,1,8,0,0,0,1
18,0.507536282,1,0,15,0,125.0,1,1,0,0,1,0,46,2116,0,1,0,0,1,0,1,1,0,1384.61,50,0,0,0,0,60,60,2
19,0.289894971,1,0,7,1,22.5,0,0,0,0,0,0,72,5184,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,20,20,0,0,2
20,0.571393679,3,0,15,0,125.0,0,0,1,1,0,1,62,3844,0,0,1,1,1,1,1,1,0,-1.0,-1,0,0,70,325,0,30,3
21,0.444646112,2,0,16,0,150.0,0,0,1,0,1,0,80,6400,0,0,1,1,1,1,1,1,0,-1.0,-1,0,0,0,40,150,160,3
22,0.219210871,6,4,12,0,55.0,0,0,1,1,0,1,44,1936,0,1,0,1,1,1,1,1,0,-1.0,-1,1,1,30,160,0,15,3
23,0.595072206,2,0,16,0,150.0,0,0,1,0,0,1,66,4356,0,0,1,1,1,1,1,1,0,-1.0,-1,0,0,0,0,160,80,2
24,0.470874586,3,2,1,1,2.5,1,1,0,0,0,0,29,841,1,0,0,0,1,1,1,1,0,500.0,40,1,1,0,60,0,60,2
25,0.455221508,3,2,12,0,55.0,1,0,0,0,0,0,47,2209,0,1,0,0,0,1,1,1,0,210.0,15,1,1,10,30,0,135,3
26,0.193651388,2,1,6,1,17.5,0,0,0,0,1,0,39,1521,1,0,0,0,1,0,1,1,0,-1.0,-1,1,1,0,0,420,0,1
28,0.783154825,2,0,9,0,32.5,1,1,1,1,1,1,73,5329,0,0,1,0,1,0,1,1,0,540.0,-1,0,0,0,0,0,62,1
29,0.192813746,1,0,11,0,45.0,1,1,0,0,0,0,65,4225,0,0,1,0,1,1,1,1,0,854.0,40,0,0,60,100,0,75,3
30,0.19992684,4,3,6,1,17.5,0,0,0,0,0,0,37,1369,1,0,0,0,1,1,1,1,0,-1.0,-1,1,1,65,0,0,90,2
31,0.195500165,1,0,7,1,22.5,0,0,0,0,0,0,73,5329,0,0,1,1,1,1,1,1,0,-1.0,-1,0,0,0,85,0,30,2
32,0.165786995,1,0,4,1,11.25,0,0,0,0,0,0,80,6400,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,390,0,165,2
34,0.226251231,2,1,5,1,13.75,1,1,0,0,0,0,30,900,1,0,0,0,1,1,1,1,0,1326.92,40,1,1,205,165,0,0,2
35,0.325869037,1,0,11,0,45.0,1,1,0,0,1,0,48,2304,0,1,0,1,0,1,1,1,0,1442.0,40,0,0,170,45,0,45,3
37,0.365583014,4,2,16,0,150.0,1,1,1,1,1,1,36,1296,1,0,0,0,0,1,1,1,0,2884.56,42,1,1,0,10,135,65,3
38,0.244444596,4,2,16,0,150.0,1,1,1,1,1,1,32,1024,1,0,0,1,1,1,1,1,0,1730.76,45,1,1,90,0,120,30,3
39,1.056765292,5,0,3,1,8.75,0,0,1,0,1,1,55,3025,0,1,0,0,0,1,1,1,0,-1.0,-1,0,0,0,0,0,30,1
40,0.351849334,3,1,15,0,125.0,1,1,1,1,1,1,46,2116,0,1,0,1,1,0,7,0,0,1923.07,40,1,1,5,20,180,20,4
41,0.090465672,1,0,7,1,22.5,1,0,0,0,0,0,52,2704,0,1,0,1,1,1,1,1,0,240.38,25,0,0,15,493,0,80,3
42,0.592935081,5,3,5,1,13.75,1,1,1,1,0,1,37,1369,1,0,0,0,1,1,1,1,0,1384.61,40,1,1,90,0,0,60,2
43,0.428387277,3,0,16,0,150.0,1,1,1,1,0,1,43,1849,0,1,0,1,1,1,1,1,0,2884.61,45,0,0,120,60,0,0,2
44,0.359042706,1,0,15,0,125.0,1,1,0,0,0,1,46,2116,0,1,0,0,1,1,1,1,0,438.46,40,0,0,0,0,145,75,2
45,0.809520747,3,1,13,0,67.5,1,1,1,1,0,1,25,625,1,0,0,1,1,1,7,0,0,579.6,40,1,1,0,0,45,0,1
46,0.309113389,2,0,3,1,8.75,0,0,1,0,0,1,44,1936,0,1,0,0,1,1,7,0,0,-1.0,-1,0,0,0,120,0,0,1
47,0.273895505,2,1,1,1,2.5,1,1,0,0,1,0,51,2601,0,1,0,1,1,0,1,1,0,-1.0,45,1,1,70,135,60,50,4
48,0.206301634,2,0,12,0,55.0,0,0,1,0,0,1,68,4624,0,0,1,1,1,1,7,0,0,-1.0,-1,0,0,0,0,0,60,1
49,0.527040185,2,0,14,0,87.5,1,1,0,0,1,0,20,400,1,0,0,0,1,1,1,1,0,450.0,36,0,0,18,82,120,40,4
50,0.409287806,2,0,15,0,125.0,1,1,1,1,0,1,44,1936,0,1,0,1,1,0,1,1,0,1441.0,40,0,0,0,245,0,60,2
51,0.276722848,3,2,7,1,22.5,1,0,0,0,1,0,26,676,1,0,0,0,1,1,1,1,0,375.0,28,1,1,30,0,45,75,3
52,0.309950704,1,0,8,0,27.5,0,0,0,0,0,0,74,5476,0,0,1,0,1,1,7,0,0,-1.0,-1,0,0,0,205,0,30,2
53,0.304136749,1,0,6,1,17.5,0,0,0,0,0,0,61,3721,0,0,1,0,1,0,1,1,0,-1.0,-1,0,0,0,0,0,20,1
54,0.71420487,3,0,7,1,22.5,0,0,1,1,0,1,54,2916,0,1,0,0,1,1,1,1,0,-1.0,-1,0,0,180,60,0,0,2
55,0.140965152,1,0,11,0,45.0,1,1,0,0,0,0,39,1521,1,0,0,1,1,1,1,1,0,1065.0,45,0,0,60,40,0,70,3
56,0.430105174,8,6,12,0,55.0,1,0,1,1,0,1,38,1444,1,0,0,0,1,1,1,1,0,-1.0,12,1,1,45,300,0,80,3
57,0.912356483,3,0,4,1,11.25,0,0,1,0,0,1,75,5625,0,0,1,0,0,0,1,1,0,-1.0,-1,0,0,0,435,0,12,2
58,0.225954196,1,0,9,0,32.5,1,1,0,0,1,0,66,4356,0,0,1,1,1,0,1,1,0,2884.61,72,0,0,10,0,0,60,2
59,0.401011609,3,1,12,0,55.0,1,1,1,1,0,1,41,1681,0,1,0,1,1,1,1,1,0,615.38,44,1,1,0,165,0,40,2
60,0.613873291,2,0,11,0,45.0,0,0,1,0,0,1,69,4761,0,0,1,1,1,1,1,1,0,-1.0,-1,0,0,0,0,0,45,1
61,0.475647291,4,2,15,0,125.0,1,1,1,1,0,1,32,1024,1,0,0,1,1,1,7,0,0,1412.96,40,1,1,0,0,115,55,2
62,0.602714836,3,0,12,0,55.0,1,1,1,0,0,1,52,2704,0,1,0,0,0,1,7,0,0,640.8,40,0,0,0,105,0,0,1
63,0.411426514,4,2,11,0,45.0,1,0,1,1,0,1,27,729,1,0,0,0,1,0,7,0,0,368.0,32,1,1,60,0,0,25,2
64,0.836300261,2,0,12,0,55.0,1,1,0,0,0,0,24,576,1,0,0,1,1,1,1,1,0,-1.0,45,0,0,0,120,90,125,3
66,1.478616906,6,2,11,0,45.0,0,0,0,0,1,0,16,256,1,0,0,0,1,1,1,1,0,-1.0,-1,1,0,0,0,70,40,2
67,0.517560015,2,0,10,0,37.5,0,0,1,0,0,1,70,4900,0,0,1,0,0,1,7,0,0,-1.0,-1,0,0,0,495,0,30,2
68,0.65488691,2,0,10,0,37.5,1,1,1,0,1,1,43,1849,0,1,0,0,1,1,7,0,0,688.5,40,0,0,10,30,0,30,3
69,0.506281463,4,2,11,0,45.0,1,1,1,0,1,1,35,1225,1,0,0,0,1,1,1,1,0,620.0,40,1,1,0,20,124,81,3
70,0.317124114,4,3,5,1,13.75,1,0,0,0,0,0,30,900,1,0,0,0,0,1,1,1,0,720.0,20,1,1,31,60,65,136,4
71,0.894932544,3,0,14,0,87.5,0,0,0,0,0,0,18,324,1,0,0,0,1,1,1,1,0,-1.0,-1,0,0,0,215,0,30,2
72,0.262520982,4,2,13,0,67.5,1,1,1,1,1,1,39,1521,1,0,0,0,1,1,1,1,0,1100.0,44,1,1,50,30,60,30,4
74,0.34779126,1,0,9,0,32.5,0,0,0,0,1,0,35,1225,1,0,0,1,1,1,1,1,0,-1.0,-1,0,0,30,105,340,75,4
75,0.225069895,2,1,4,1,11.25,0,0,0,0,0,0,35,1225,1,0,0,0,1,1,7,0,0,-1.0,-1,1,1,40,180,0,75,3
76,0.231988911,3,1,9,0,32.5,1,1,1,1,1,1,44,1936,0,1,0,1,1,1,7,0,0,-1.0,40,1,1,60,35,0,60,3
77,0.368104509,5,3,15,0,125.0,1,1,1,1,0,1,32,1024,1,0,0,1,1,1,1,1,0,1211.0,40,1,1,0,30,460,105,3
78,3.72019005,4,0,14,0,87.5,1,1,0,0,1,0,25,625,1,0,0,0,1,1,1,1,0,750.0,50,0,0,0,615,233,45,3
79,0.182642193,1,0,8,0,27.5,1,1,0,0,1,0,67,4489,0,0,1,1,1,1,1,1,0,-1.0,35,0,0,0,120,330,65,3
80,0.616415301,4,1,16,0,150.0,1,1,1,1,1,1,41,1681,0,1,0,1,0,1,1,1,0,865.0,40,1,1,0,90,0,15,2
81,1.076006355,2,0,8,0,27.5,1,0,0,0,1,0,21,441,1,0,0,0,1,1,1,1,0,280.0,20,0,0,60,180,120,0,3
82,0.568231464,5,3,16,0,150.0,0,0,0,0,1,0,16,256,1,0,0,0,1,1,1,1,0,-1.0,-1,1,0,0,132,75,30,3
83,0.385826092,1,0,7,1,22.5,0,0,0,0,0,0,80,6400,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,120,0,5,2
84,0.337147929,4,2,15,0,125.0,1,1,1,1,1,1,38,1444,1,0,0,1,0,1,1,1,0,1442.3,40,1,1,90,40,0,25,3
85,0.473811342,4,2,15,0,125.0,0,0,1,1,0,1,31,961,1,0,0,1,1,1,7,0,0,-1.0,-1,1,1,60,120,0,30,3
86,0.776416631,7,5,10,0,37.5,1,1,1,0,1,1,74,5476,0,0,1,0,0,1,7,0,0,1360.0,50,1,0,0,30,0,140,2
87,0.705013746,5,1,14,0,87.5,1,1,0,0,1,0,23,529,1,0,0,1,1,1,1,1,0,300.0,40,1,0,30,90,0,30,3
88,0.701061578,2,0,15,0,125.0,1,1,1,1,1,1,47,2209,0,1,0,0,1,1,1,1,0,1320.0,40,0,0,0,60,0,120,2
89,0.154990366,2,1,7,1,22.5,1,1,0,0,0,0,41,1681,0,1,0,0,1,1,1,1,0,423.07,37,1,1,90,489,0,100,3
90,0.900758947,4,1,13,0,67.5,1,1,1,0,0,1,45,2025,0,1,0,1,0,1,7,0,0,2884.61,45,1,1,35,490,0,145,3
91,0.451903579,3,1,11,0,45.0,0,0,1,1,0,1,39,1521,1,0,0,0,1,1,1,1,0,-1.0,-1,1,1,50,225,0,90,3
92,0.291436443,1,0,9,0,32.5,0,0,0,0,0,0,71,5041,0,0,1,0,1,0,7,0,0,-1.0,-1,0,0,15,15,0,90,3
93,1.415988178,3,0,15,0,125.0,1,1,0,0,1,0,33,1089,1,0,0,0,1,1,1,1,0,-1.0,60,0,0,5,15,0,15,3
94,1.348380522,4,1,4,1,11.25,0,0,0,0,0,0,19,361,1,0,0,0,1,1,1,1,0,-1.0,-1,1,0,0,30,0,0,1
95,0.604316443,2,0,16,0,150.0,1,1,1,1,1,1,41,1681,0,1,0,1,0,1,1,1,0,1812.5,65,0,0,90,40,0,65,3
96,0.305337372,2,0,8,0,27.5,0,0,1,1,0,1,50,2500,0,1,0,0,1,1,7,0,0,-1.0,-1,0,0,0,250,60,0,2
97,0.374615948,2,0,9,0,32.5,0,0,1,0,0,1,77,5929,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,98,0,100,2
98,0.51117731,2,0,12,0,55.0,1,0,1,0,0,1,73,5329,0,0,1,1,1,1,7,0,0,375.0,20,0,0,0,0,0,50,1
99,0.434297084,2,0,14,0,87.5,1,1,1,0,1,1,80,6400,0,0,1,0,1,1,1,1,0,769.0,-1,0,0,20,60,120,60,4
100,0.345444341,2,1,8,0,27.5,1,0,0,0,0,0,27,729,1,0,0,0,1,1,1,1,0,-1.0,25,1,1,82,0,0,40,2
101,0.304787537,4,2,15,0,125.0,1,1,1,1,1,1,45,2025,0,1,0,1,1,1,1,1,0,-1.0,48,1,1,0,540,0,30,2
102,1.03743632,4,2,13,0,67.5,1,1,1,1,1,1,35,1225,1,0,0,0,0,1,1,1,0,865.0,-1,1,1,90,0,0,20,2
105,0.355661345,1,0,13,0,67.5,0,0,0,0,0,0,65,4225,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,120,120,0,2
107,0.288263627,3,1,14,0,87.5,1,1,1,1,0,1,41,1681,0,1,0,1,1,1,1,1,0,1346.15,88,1,1,50,0,0,40,2
108,1.50377265,2,0,6,1,17.5,0,0,1,1,1,0,20,400,1,0,0,0,1,1,1,1,0,-1.0,-1,0,0,0,150,0,30,2
109,0.153370565,1,0,4,1,11.25,0,0,0,0,0,0,36,1296,1,0,0,0,1,1,1,1,0,-1.0,-1,0,0,0,280,90,41,3
110,0.789954181,3,1,14,0,87.5,1,1,1,1,1,1,34,1156,1,0,0,1,1,0,7,0,0,1536.53,50,1,1,70,0,0,30,2
112,0.416755156,2,0,11,0,45.0,0,0,1,0,0,1,76,5776,0,0,1,1,1,1,1,1,0,-1.0,-1,0,0,20,80,30,75,4
113,0.372366983,2,0,8,0,27.5,0,0,1,0,0,1,70,4900,0,0,1,0,0,1,1,1,0,-1.0,-1,0,0,0,0,0,30,1
115,0.345754295,1,0,1,1,2.5,0,0,0,0,1,0,50,2500,0,1,0,0,0,1,1,1,0,-1.0,-1,0,0,10,0,0,0,1
116,0.403518467,1,0,10,0,37.5,0,0,0,0,0,0,80,6400,0,0,1,0,1,0,7,0,0,-1.0,-1,0,0,35,0,0,60,2
118,0.291369003,1,0,14,0,87.5,1,1,0,0,1,0,30,900,1,0,0,1,1,1,7,0,0,1250.0,40,0,0,0,298,253,40,3
119,1.308258342,4,1,6,1,17.5,1,1,1,1,0,1,49,2401,0,1,0,0,0,1,7,0,0,650.0,40,1,1,0,0,0,15,1
121,1.681094121,5,0,9,0,32.5,0,0,0,0,1,0,23,529,1,0,0,0,1,1,1,1,0,-1.0,-1,0,0,50,75,120,25,4
122,1.312211803,3,0,6,1,17.5,1,1,1,0,1,1,60,3600,0,1,0,0,0,1,1,1,0,276.92,40,0,0,0,15,0,20,2
123,0.386711311,4,1,13,0,67.5,1,1,1,1,0,1,44,1936,0,1,0,1,1,1,1,1,0,-1.0,55,1,1,55,50,30,65,4
124,0.295662073,1,0,3,1,8.75,0,0,0,0,0,0,59,3481,0,1,0,0,0,1,7,0,0,-1.0,-1,0,0,0,5,20,45,3
125,1.026528719,7,3,12,0,55.0,0,0,0,0,1,0,38,1444,1,0,0,0,1,1,1,1,0,-1.0,-1,1,0,75,0,0,15,2
126,0.365151575,1,0,10,0,37.5,1,1,0,0,1,0,35,1225,1,0,0,1,1,1,7,0,0,769.23,40,0,0,0,0,0,20,1
127,0.332976701,4,2,13,0,67.5,1,1,1,1,0,1,64,4096,0,0,1,0,1,1,7,0,0,1000.0,40,1,0,0,0,0,10,1
128,0.44664132,2,0,16,0,150.0,0,0,1,0,1,1,68,4624,0,0,1,1,1,1,7,0,0,-1.0,-1,0,0,0,330,70,75,3
129,0.934978026,3,0,12,0,55.0,1,1,1,1,0,1,61,3721,0,0,1,0,1,1,7,0,0,769.23,40,0,0,0,180,0,0,1
130,0.366649825,1,0,12,0,55.0,1,1,0,0,1,0,23,529,1,0,0,0,1,1,7,0,0,1100.0,40,0,0,5,20,80,20,4
131,0.251806799,1,0,12,0,55.0,0,0,0,0,1,0,75,5625,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,0,0,30,1
132,0.65921582,2,1,1,1,2.5,0,0,0,0,0,0,29,841,1,0,0,0,0,1,1,1,0,-1.0,-1,1,1,0,600,0,80,2
133,0.339050264,4,2,16,0,150.0,1,0,1,1,0,1,46,2116,0,1,0,1,1,1,1,1,0,247.5,12,1,1,0,15,0,45,2
134,0.266887035,5,1,6,1,17.5,0,0,1,1,1,1,74,5476,0,0,1,0,1,1,1,1,0,-1.0,-1,1,0,0,0,30,0,1
135,0.48630353,1,0,15,0,125.0,1,1,0,0,1,0,29,841,1,0,0,1,1,1,1,1,0,2400.0,50,0,0,15,0,0,10,2
137,0.273374877,1,0,12,0,55.0,1,0,0,0,0,0,67,4489,0,0,1,1,1,1,7,0,0,225.0,15,0,0,30,120,0,72,3
138,0.401991338,3,1,16,0,150.0,1,1,1,1,0,1,39,1521,1,0,0,1,0,1,7,0,0,1519.23,40,1,1,10,0,150,60,3
139,0.54477059,4,2,7,1,22.5,1,1,1,0,1,0,34,1156,1,0,0,0,1,1,7,0,0,461.53,40,1,1,0,180,0,0,1
140,0.509105481,2,0,10,0,37.5,0,0,1,0,0,1,78,6084,0,0,1,0,1,0,1,1,0,-1.0,-1,0,0,40,188,45,100,4
141,0.629062208,5,3,7,1,22.5,0,0,1,1,0,1,38,1444,1,0,0,0,1,1,1,1,0,-1.0,-1,1,1,0,470,0,0,1
142,0.223985686,1,0,16,0,150.0,0,0,0,0,0,1,74,5476,0,0,1,1,1,1,1,1,0,-1.0,-1,0,0,170,45,0,10,3
144,0.28385505,1,0,9,0,32.5,0,0,0,0,1,0,40,1600,1,0,0,0,0,1,7,0,0,-1.0,-1,0,0,0,30,0,50,2
145,0.256841332,5,3,16,0,150.0,1,1,1,1,0,1,42,1764,0,1,0,1,1,1,1,1,0,2300.0,40,1,1,0,63,0,65,2
146,0.974183042,4,2,13,0,67.5,1,0,1,1,0,1,47,2209,0,1,0,1,1,1,7,0,0,240.0,20,1,1,0,180,0,10,2
147,0.272462147,1,0,13,0,67.5,1,1,0,0,0,0,63,3969,0,0,1,1,1,1,7,0,0,-1.0,40,0,0,0,0,0,90,1
148,0.867795724,3,0,15,0,125.0,1,1,1,1,0,1,49,2401,0,1,0,0,1,0,7,0,0,1250.0,40,0,0,20,20,0,0,2
149,0.262931638,1,0,11,0,45.0,1,1,0,0,1,0,53,2809,0,1,0,1,1,1,7,0,0,980.0,45,0,0,30,455,60,102,4
150,0.271883596,4,3,8,0,27.5,1,1,0,0,0,0,33,1089,1,0,0,0,1,1,7,0,0,731.49,37,1,1,0,0,0,60,1
151,0.416884137,2,0,6,1,17.5,1,1,0,0,0,0,59,3481,0,1,0,1,0,1,7,0,0,2884.61,40,0,0,0,220,0,115,2
152,0.259705234,1,0,11,0,45.0,0,0,0,0,1,0,45,2025,0,1,0,0,1,1,1,1,0,-1.0,-1,0,0,5,510,0,15,3
154,0.501634487,1,0,13,0,67.5,1,1,0,0,1,0,29,841,1,0,0,1,1,1,7,0,0,1384.61,40,0,0,0,80,210,65,3
155,0.382223927,5,3,14,0,87.5,1,1,1,1,0,1,36,1296,1,0,0,1,1,1,1,1,0,807.69,40,1,1,15,170,0,70,3
156,0.29962593,1,0,11,0,45.0,0,0,0,0,0,0,72,5184,0,0,1,0,1,1,7,0,0,-1.0,-1,0,0,0,0,0,40,1
157,0.748106887,3,0,16,0,150.0,1,1,0,0,0,0,58,3364,0,1,0,0,1,1,1,1,0,1346.15,45,0,0,75,0,0,91,2
158,0.167171592,2,0,11,0,45.0,1,0,1,1,0,1,24,576,1,0,0,1,1,1,7,0,0,127.5,15,0,0,145,0,0,85,2
159,0.290956924,1,0,9,0,32.5,0,0,0,0,0,0,80,6400,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,210,0,90,2
160,0.302683506,1,0,6,1,17.5,1,0,0,0,0,0,69,4761,0,0,1,0,1,0,7,0,0,250.0,25,0,0,240,60,0,0,2
161,0.210490735,4,2,15,0,125.0,1,1,1,1,0,1,41,1681,0,1,0,0,1,1,1,1,0,1557.69,43,1,1,35,75,0,15,3
162,0.240153563,4,2,9,0,32.5,1,1,1,1,0,1,44,1936,0,1,0,1,1,0,7,0,0,950.0,-1,1,1,0,1,0,0,1
163,0.195939728,1,0,7,1,22.5,0,0,0,0,0,0,80,6400,0,0,1,0,1,1,7,0,0,-1.0,-1,0,0,0,0,0,60,1
165,0.391189387,2,0,11,0,45.0,1,0,1,0,1,1,69,4761,0,0,1,1,1,0,1,1,0,923.07,20,0,0,0,60,0,120,2
166,1.236786686,2,0,10,0,37.5,1,1,1,1,1,1,46,2116,0,1,0,0,0,1,7,0,0,600.0,40,0,0,0,440,0,20,2
167,0.382434264,3,1,16,0,150.0,1,1,1,1,0,1,35,1225,1,0,0,1,0,1,1,1,0,1769.23,40,1,1,30,90,0,140,3
168,0.410215829,1,0,5,1,13.75,0,0,0,0,0,0,85,7225,0,0,1,0,1,1,7,0,0,-1.0,-1,0,0,30,0,0,65,2
170,1.519624618,4,0,12,0,55.0,1,0,0,0,1,0,20,400,1,0,0,0,1,0,1,1,0,51.25,-1,0,0,0,60,132,60,3
172,0.239409503,1,0,15,0,125.0,1,1,0,0,0,0,58,3364,0,1,0,1,1,1,1,1,0,769.0,40,0,0,0,180,360,260,3
173,0.170482872,1,0,9,0,32.5,1,1,0,0,0,0,58,3364,0,1,0,0,1,1,1,1,0,650.0,40,0,0,0,30,0,50,2
174,0.370203172,1,0,8,0,27.5,1,1,0,0,0,0,54,2916,0,1,0,0,1,1,7,0,0,720.0,40,0,0,0,0,30,0,1
175,0.179266262,3,2,13,0,67.5,0,0,0,0,0,0,48,2304,0,1,0,1,1,1,1,1,0,-1.0,-1,1,1,5,82,0,11,3
176,0.281393006,1,0,11,0,45.0,1,1,0,0,1,0,57,3249,0,1,0,0,1,1,1,1,0,849.2,40,0,0,0,45,480,0,2
177,1.152355617,3,0,15,0,125.0,1,1,1,1,0,1,55,3025,0,1,0,0,1,1,7,0,0,576.92,48,0,0,45,270,0,30,3
178,0.289255368,3,1,13,0,67.5,1,1,1,1,1,0,37,1369,1,0,0,1,1,1,1,1,0,980.76,42,1,1,33,120,70,55,4
179,0.519584049,2,0,15,0,125.0,0,0,1,0,0,1,80,6400,0,0,1,1,1,0,1,1,0,-1.0,-1,0,0,0,150,0,180,2
180,1.321771258,8,3,16,0,150.0,1,0,0,0,1,0,18,324,1,0,0,0,0,1,1,1,0,300.0,25,1,0,0,180,0,30,2
181,0.130431963,1,0,15,0,125.0,0,0,0,0,1,0,77,5929,0,0,1,1,1,1,1,1,0,-1.0,-1,0,0,0,90,0,40,2
182,0.527955354,4,1,7,1,22.5,0,0,1,1,0,1,50,2500,0,1,0,0,1,1,7,0,0,-1.0,-1,1,1,30,0,0,25,2
183,0.156035479,1,0,9,0,32.5,0,0,0,0,0,0,73,5329,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,205,0,100,2
184,0.217253251,1,0,6,1,17.5,0,0,0,0,0,0,71,5041,0,0,1,0,1,1,7,0,0,-1.0,-1,0,0,0,0,0,60,1
185,0.779218107,3,0,16,0,150.0,1,1,1,1,0,1,54,2916,0,1,0,1,0,1,7,0,0,-1.0,50,0,0,232,55,15,90,4
186,0.186964409,2,1,8,0,27.5,1,1,0,0,1,0,37,1369,1,0,0,0,1,1,1,1,0,509.6,40,1,1,0,240,0,30,2
187,0.56344387,2,0,13,0,67.5,1,1,0,0,1,0,62,3844,0,0,1,0,1,1,7,0,0,660.0,-1,0,0,0,0,240,60,2
188,0.193502144,1,0,14,0,87.5,1,1,0,0,0,0,65,4225,0,0,1,1,1,1,1,1,0,1730.76,40,0,0,90,90,0,60,3
189,0.31421509,1,0,15,0,125.0,1,1,0,0,0,0,47,2209,0,1,0,0,0,1,1,1,0,2884.61,60,0,0,0,0,0,15,1
190,0.163502348,2,1,1,1,2.5,0,0,0,0,0,0,51,2601,0,1,0,1,1,1,7,0,0,-1.0,-1,1,1,55,90,0,120,3
191,0.580909658,2,0,4,1,11.25,0,0,1,1,1,1,22,484,1,0,0,1,0,0,1,1,0,-1.0,-1,0,0,0,400,0,30,2
192,0.467867038,4,2,14,0,87.5,1,0,1,1,0,1,37,1369,1,0,0,0,1,0,1,1,0,393.6,32,1,1,0,148,0,130,2
193,0.650387318,2,0,6,1,17.5,1,1,1,1,0,0,22,484,1,0,0,0,1,1,7,0,0,-1.0,40,0,0,140,0,0,0,1
194,0.764821398,1,0,8,0,27.5,1,1,0,0,0,0,27,729,1,0,0,1,0,1,7,0,0,673.07,40,0,0,75,0,75,80,3
195,0.233603297,3,2,14,0,87.5,1,1,0,0,0,0,46,2116,0,1,0,1,1,1,7,0,0,1840.9,40,1,1,0,346,0,60,2
196,0.604792986,2,0,7,1,22.5,0,0,1,0,1,1,75,5625,0,0,1,0,1,1,1,1,0,-1.0,-1,0,0,0,60,20,45,3
197,0.436797432,4,2,12,0,55.0,1,1,1,1,1,1,41,1681,0,1,0,0,1,1,1,1,0,700.0,40,1,1,52,80,0,40,3
198,0.424215854,2,0,12,0,55.0,1,0,1,1,0,1,70,4900,0,0,1,1,1,1,1,1,0,60.0,12,0,0,0,115,135,45,3
199,0.39921586,1,0,3,1,8.75,1,1,0,0,0,0,21,441,1,0,0,0,0,1,7,0,0,375.0,36,0,0,0,0,135,60,2
200,0.767971665,2,0,11,0,45.0,0,0,1,1,0,1,44,1936,0,1,0,0,1,1,7,0,0,-1.0,-1,0,0,7,150,0,0,2
201,0.870586657,6,3,7,1,22.5,0,0,0,0,1,0,15,225,1,0,0,0,1,0,1,1,0,-1.0,-1,1,0,0,180,0,0,1
202,0.412880802,2,0,12,0,55.0,1,1,1,0,1,1,63,3969,0,0,1,0,1,1,1,1,0,1000.0,40,0,0,0,60,395,10,3
